"No.","Time","Source","Destination","Protocol","Length","Info"
"31115","121.272226","fe80::8919:80f4:4d2e:b3f8","ff02::1:3","LLMNR","84","Standard query 0xa9a5  A wpad"
"31116","121.272284","192.168.17.154","224.0.0.252","LLMNR","64","Standard query 0xa9a5  A wpad"
"31120","121.322587","10.10.15.174","224.0.0.251","MDNS","214","Standard query response 0x0000  PTR, cache flush linux-18.local HINFO, cache flush X86_64 LINUX PTR, cache flush linux-18.local"
"31121","121.324073","192.168.15.151","192.168.31.255","NBNS","92","Name query NB WIN-JJVQTFUFFR8<00>"
"31124","121.326788","192.168.6.231","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"31126","121.349540","10.10.10.123","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"31127","121.356436","192.168.9.131","192.168.31.255","NBNS","92","Name query NB WPAD<00>"
"31128","121.357231","192.168.14.28","192.168.31.255","NBNS","92","Name query NB WIN-JJVQTFUFFR8<00>"
"31136","121.437999","192.168.15.171","192.168.31.255","NBNS","92","Name query NB WPAD<00>"
"31137","121.445613","0.0.0.0","255.255.255.255","DHCP","350","DHCP Discover - Transaction ID 0xe10156f"
"31141","121.475421","192.168.17.154","192.168.31.255","NBNS","92","Name query NB WPAD<00>"
"31144","121.525510","192.168.7.28","192.168.31.255","NBNS","92","Name query NB MPLAB15<20>"
"31146","121.527551","192.168.3.211","192.168.31.255","NBNS","92","Name query NB WPAD.<00>"
"31147","121.548371","0.0.0.0","255.255.255.255","DHCP","356","DHCP Discover - Transaction ID 0x2795baa5"
"31152","121.577631","192.168.9.73","224.0.0.252","LLMNR","64","Standard query 0x701a  A wpad"
"31153","121.596082","192.168.7.28","192.168.31.255","NBNS","92","Name query NB MPLAB15<00>"
"31154","121.599115","192.168.7.28","192.168.31.255","BROWSER","216","Get Backup List Request"
"31155","121.599139","192.168.7.28","192.168.31.255","NBNS","92","Name query NB CAD1<1b>"
"31156","121.599148","192.168.17.90","192.168.31.255","NBNS","92","Name query NB ACCOUNT1<00>"
"31226","121.715921","10.10.12.117","224.0.0.251","MDNS","84","Standard query 0x0000  SRV ADMIN-PC._smb._tcp.local, ""QM"" question"
"31229","121.717329","10.10.15.19","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"31232","121.719019","192.168.7.148","224.0.0.251","MDNS","60","Standard query response 0x0000 "
"31234","121.720448","192.168.7.234","224.0.0.251","MDNS","192","Standard query response 0x0000  SRV, cache flush 0 0 445 ADMIN-PC.local"
"31279","121.814143","10.10.15.127","224.0.0.251","MDNS","103","Standard query 0x0002  PTR _8DA7527D._sub._googlecast._tcp.local, ""QM"" question PTR _googlecast._tcp.local, ""QM"" question"
"31282","121.814548","192.168.7.148","224.0.0.251","MDNS","60","Standard query response 0x0000 "
"31315","121.894015","192.168.3.117","255.255.255.255","DHCP","342","DHCP Offer    - Transaction ID 0xe10156f"
"31316","121.903908","fe80::c953:18c4:24b1:5aa","ff02::1:2","DHCPv6","147","Solicit XID: 0x957907 CID: 000100011de7e9a05065f308a96b "
"31317","121.903961","192.168.17.71","224.0.0.252","LLMNR","75","Standard query 0x6a6e  A WIN-JJVQTFUFFR8"
"31318","121.905791","192.168.9.73","192.168.31.255","NBNS","92","Name query NB WPAD<00>"
"31325","122.007614","192.168.17.71","224.0.0.252","LLMNR","75","Standard query 0x6a6e  A WIN-JJVQTFUFFR8"
"31326","122.015138","192.168.3.221","192.168.3.255","NBNS","92","Name query NB WPAD<00>"
"31327","122.015382","192.168.3.210","192.168.31.255","NBNS","92","Name query NB MICROSOFT.COM<00>"
"31328","122.019895","fe80::5058:2741:6f11:4e6f","ff02::1:3","LLMNR","152","Standard query 0xb213  PTR 3.0.0.0.1.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.2.0.f.f.ip6.arpa"
"31329","122.019938","192.168.3.221","224.0.0.252","LLMNR","132","Standard query 0xb213  PTR 3.0.0.0.1.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.2.0.f.f.ip6.arpa"
"31334","122.077572","192.168.15.151","192.168.31.255","NBNS","92","Name query NB WIN-JJVQTFUFFR8<00>"
"31336","122.113103","192.168.3.246","192.168.31.255","NBNS","92","Name query NB BING.COM<00>"
"31337","122.119328","192.168.9.131","192.168.31.255","NBNS","92","Name query NB WPAD<00>"
"31339","122.140697","192.168.3.117","255.255.255.255","DHCP","342","DHCP Offer    - Transaction ID 0x2795baa5"
"31340","122.155112","10.10.15.174","224.0.0.251","MDNS","243","Standard query response 0x0000  TXT, cache flush PTR linux-18 [78:45:c4:29:19:c8]._workstation._tcp.local SRV, cache flush 0 0 9 linux-18.local AAAA, cache flush fd05:cc42:1c2::888 A, cache flush 10.10.15.174 PTR _workstation._tcp.local"
"31342","122.196138","192.168.15.171","192.168.31.255","NBNS","92","Name query NB WPAD<00>"
"31343","122.210473","192.168.17.71","192.168.31.255","NBNS","92","Name query NB WIN-JJVQTFUFFR8<00>"
"31345","122.235275","192.168.9.73","192.168.31.255","NBNS","92","Name query NB WIN-JJVQTFUFFR8<00>"
"31346","122.235692","192.168.9.73","224.0.0.252","LLMNR","75","Standard query 0xf2d5  A WIN-JJVQTFUFFR8"
"31347","122.239386","192.168.17.154","192.168.31.255","NBNS","92","Name query NB WPAD<00>"
"31348","122.256472","10.10.10.106","224.0.0.251","MDNS","84","Standard query 0x0000  SRV ADMIN-PC._smb._tcp.local, ""QM"" question"
"31349","122.257246","192.168.7.148","224.0.0.251","MDNS","60","Standard query response 0x0000 "
"31351","122.276723","192.168.3.211","192.168.31.255","NBNS","92","Name query NB WPAD.<00>"
"31353","122.293556","fe80::6522:e4eb:3e43:9a64","ff02::1:3","LLMNR","84","Standard query 0x31f5  A wpad"
"31354","122.293775","192.168.3.109","224.0.0.252","LLMNR","64","Standard query 0x31f5  A wpad"
"31358","122.341266","192.168.6.231","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"31360","122.348843","192.168.7.28","192.168.31.255","NBNS","92","Name query NB CAD1<1b>"
"31368","122.376462","10.10.13.46","239.255.255.250","SSDP","524","NOTIFY * HTTP/1.1 "
"31369","122.376499","fe80::c953:18c4:24b1:5aa","ff02::c","SSDP","553","NOTIFY * HTTP/1.1 "
"31372","122.394000","fe80::6522:e4eb:3e43:9a64","ff02::1:3","LLMNR","84","Standard query 0x31f5  A wpad"
"31373","122.394054","192.168.3.109","224.0.0.252","LLMNR","64","Standard query 0x31f5  A wpad"
"31376","122.428010","fe80::5058:2741:6f11:4e6f","ff02::1:3","LLMNR","152","Standard query 0xb213  PTR 3.0.0.0.1.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.2.0.f.f.ip6.arpa"
"31377","122.428050","192.168.3.221","224.0.0.252","LLMNR","132","Standard query 0xb213  PTR 3.0.0.0.1.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.2.0.f.f.ip6.arpa"
"31382","122.492547","10.10.13.46","239.255.255.250","SSDP","524","NOTIFY * HTTP/1.1 "
"31383","122.492589","fe80::c953:18c4:24b1:5aa","ff02::c","SSDP","553","NOTIFY * HTTP/1.1 "
"31385","122.520582","10.10.13.46","239.255.255.250","SSDP","536","NOTIFY * HTTP/1.1 "
"31386","122.520627","fe80::c953:18c4:24b1:5aa","ff02::c","SSDP","565","NOTIFY * HTTP/1.1 "
"31391","122.554526","192.168.7.28","192.168.31.255","NBNS","92","Name query NB WIN-JJVQTFUFFR8<00>"
"31393","122.566587","10.10.15.127","224.0.0.251","MDNS","103","Standard query 0x0003  PTR _8DA7527D._sub._googlecast._tcp.local, ""QM"" question PTR _googlecast._tcp.local, ""QM"" question"
"31394","122.567310","192.168.7.148","224.0.0.251","MDNS","60","Standard query response 0x0000 "
"31395","122.570070","0.0.0.0","255.255.255.255","DHCP","368","DHCP Request  - Transaction ID 0x2795baa5"
"31396","122.570104","192.168.6.148","255.255.255.255","DHCP","342","DHCP NAK      - Transaction ID 0x2795baa5"
"31398","122.594431","192.168.3.109","192.168.31.255","NBNS","92","Name query NB WPAD<00>"
"31400","122.608636","0.0.0.0","255.255.255.255","DHCP","356","DHCP Discover - Transaction ID 0xc424c35e"
"31410","122.641705","0.0.0.0","255.255.255.255","DHCP","368","DHCP Request  - Transaction ID 0xc424c35e"
"31411","122.641746","192.168.6.148","255.255.255.255","DHCP","342","DHCP NAK      - Transaction ID 0xc424c35e"
"31412","122.655905","192.168.9.73","192.168.31.255","NBNS","92","Name query NB WPAD<00>"
"31413","122.655993","192.168.9.73","224.0.0.252","LLMNR","75","Standard query 0xf2d5  A WIN-JJVQTFUFFR8"
"31414","122.656564","192.168.9.73","192.168.31.255","NBNS","92","Name query NB WPAD<00>"
"31415","122.657002","192.168.9.73","224.0.0.252","LLMNR","64","Standard query 0xcd6f  A wpad"
"31427","122.717470","10.10.15.19","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"31430","122.725880","10.10.13.46","239.255.255.250","SSDP","472","NOTIFY * HTTP/1.1 "
"31431","122.725914","fe80::c953:18c4:24b1:5aa","ff02::c","SSDP","501","NOTIFY * HTTP/1.1 "
"31453","122.746996","192.168.3.210","192.168.31.255","NBNS","92","Name query NB MICROSOFT.COM<00>"
"31477","122.806136","192.168.3.221","192.168.3.255","NBNS","92","Name query NB ISATAP<00>"
"31478","122.806628","fe80::5058:2741:6f11:4e6f","ff02::1:3","LLMNR","86","Standard query 0x1163  A isatap"
"31479","122.806696","192.168.3.221","224.0.0.252","LLMNR","66","Standard query 0x1163  A isatap"
"31485","122.830423","192.168.15.151","192.168.31.255","NBNS","92","Name query NB WIN-JJVQTFUFFR8<00>"
"31488","122.862556","192.168.3.246","192.168.31.255","NBNS","92","Name query NB BING.COM<00>"
"31495","122.905938","fe80::8127:21ac:9828:c2e0","ff02::c","SSDP","208","M-SEARCH * HTTP/1.1 "
"31496","122.914035","192.168.9.131","192.168.31.255","NBNS","92","Name query NB ISATAP<00>"
"31497","122.916389","fe80::2d87:a679:879d:8912","ff02::1:2","DHCPv6","147","Solicit XID: 0xf1ef5e CID: 0001000118819e60f04da2f37c71 "
"31502","122.958993","192.168.15.171","192.168.31.255","NBNS","92","Name query NB WPAD<00>"
"31503","122.974535","192.168.17.71","192.168.31.255","NBNS","92","Name query NB WIN-JJVQTFUFFR8<00>"
"31504","122.984313","192.168.9.73","192.168.31.255","NBNS","92","Name query NB WIN-JJVQTFUFFR8<00>"
"31505","122.991593","10.10.13.46","239.255.255.250","SSDP","481","NOTIFY * HTTP/1.1 "
"31506","122.991630","fe80::c953:18c4:24b1:5aa","ff02::c","SSDP","510","NOTIFY * HTTP/1.1 "
"31508","123.002804","192.168.5.106","8.8.8.8","DNS","81","Standard query 0x46ea  A 3.fedora.pool.ntp.org"
"31509","123.002844","192.168.5.106","8.8.8.8","DNS","81","Standard query 0xfad8  AAAA 3.fedora.pool.ntp.org"
"31510","123.003837","192.168.17.154","192.168.31.255","NBNS","92","Name query NB WPAD<00>"
"31511","123.026849","192.168.3.211","192.168.31.255","NBNS","92","Name query NB WPAD.<00>"
"31512","123.029640","10.10.12.27","255.255.255.255","DHCP","342","DHCP Inform   - Transaction ID 0x725d450"
"31513","123.059237","10.10.13.46","239.255.255.250","SSDP","552","NOTIFY * HTTP/1.1 "
"31514","123.059278","fe80::c953:18c4:24b1:5aa","ff02::c","SSDP","581","NOTIFY * HTTP/1.1 "
"31515","123.061379","192.168.9.41","192.168.31.255","NBNS","92","Name query NB GOOGLE.COM<00>"
"31517","123.078396","192.168.9.73","224.0.0.252","LLMNR","64","Standard query 0xcd6f  A wpad"
"31518","123.086559","192.168.3.117","255.255.255.255","DHCP","342","DHCP Offer    - Transaction ID 0xc424c35e"
"31519","123.098923","192.168.7.28","192.168.31.255","NBNS","92","Name query NB CAD1<1b>"
"31522","123.139787","fe80::84bd:4f03:d16d:7571","ff02::1:2","DHCPv6","149","Solicit XID: 0x70bd36 CID: 000100011c1d7c96f04da2f37d49 "
"31525","123.206297","fe80::5058:2741:6f11:4e6f","ff02::1:3","LLMNR","86","Standard query 0x1163  A isatap"
"31526","123.206350","192.168.3.221","224.0.0.252","LLMNR","66","Standard query 0x1163  A isatap"
"31527","123.247518","10.10.12.180","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"31530","123.300914","192.168.7.28","192.168.31.255","NBNS","92","Name query NB WIN-JJVQTFUFFR8<00>"
"31531","123.315951","fe80::21e1:a200:ff2e:5b58","ff02::c","SSDP","208","M-SEARCH * HTTP/1.1 "
"31535","123.327708","192.168.20.141","239.255.255.250","SSDP","178","M-SEARCH * HTTP/1.1 "
"31536","123.341382","192.168.6.231","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"31537","123.343952","192.168.3.109","192.168.31.255","NBNS","92","Name query NB WPAD<00>"
"31538","123.358894","10.10.13.46","239.255.255.250","SSDP","536","NOTIFY * HTTP/1.1 "
"31539","123.358929","fe80::c953:18c4:24b1:5aa","ff02::c","SSDP","565","NOTIFY * HTTP/1.1 "
"31541","123.393213","fe80::21d:7dff:fe27:6f4e","ff02::1:2","DHCPv6","159","Rebind XID: 0xe158d7 CID: 0004d07c3b934eba98e64b2d573a08f34ee9 IAA: fd05:cc42:1c2::492 "
"31542","123.403248","10.10.15.174","224.0.0.251","MDNS","258","Standard query response 0x0000  PTR, cache flush linux-18.local HINFO, cache flush X86_64 LINUX A, cache flush 10.10.15.174 PTR, cache flush linux-18.local AAAA, cache flush fd05:cc42:1c2::888"
"31543","123.410141","192.168.9.73","192.168.31.255","NBNS","92","Name query NB WPAD<00>"
"31545","123.438100","192.168.9.60","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"31547","123.439634","10.10.11.171","224.0.0.251","MDNS","103","Standard query 0x0003  PTR _8DA7527D._sub._googlecast._tcp.local, ""QM"" question PTR _googlecast._tcp.local, ""QM"" question"
"31548","123.440287","192.168.7.148","224.0.0.251","MDNS","60","Standard query response 0x0000 "
"31549","123.448833","192.168.20.141","239.255.255.250","SSDP","178","M-SEARCH * HTTP/1.1 "
"31553","123.475844","10.10.13.46","239.255.255.250","SSDP","481","NOTIFY * HTTP/1.1 "
"31554","123.475884","fe80::c953:18c4:24b1:5aa","ff02::c","SSDP","510","NOTIFY * HTTP/1.1 "
"31555","123.477928","10.10.13.46","239.255.255.250","SSDP","552","NOTIFY * HTTP/1.1 "
"31556","123.477958","fe80::c953:18c4:24b1:5aa","ff02::c","SSDP","581","NOTIFY * HTTP/1.1 "
"31557","123.488752","192.168.3.210","192.168.31.255","NBNS","92","Name query NB MICROSOFT.COM<00>"
"31559","123.550739","192.168.3.221","192.168.3.255","NBNS","92","Name query NB ISATAP<00>"
"31565","123.606014","192.168.7.193","192.168.31.255","NBNS","92","Name query NB MICROSOFT.COM<00>"
"31566","123.612469","192.168.3.246","192.168.31.255","NBNS","92","Name query NB BING.COM<00>"
"31569","123.665150","192.168.9.131","192.168.31.255","NBNS","92","Name query NB ISATAP<00>"
"31571","123.683946","192.168.3.190","192.168.31.255","NBNS","92","Name query NB GOOGLE.COM<00>"
"31572","123.692113","192.168.20.140","239.255.255.250","SSDP","178","M-SEARCH * HTTP/1.1 "
"31574","123.698425","192.168.20.5","239.255.255.250","SSDP","178","M-SEARCH * HTTP/1.1 "
"31576","123.723855","10.10.15.19","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"31577","123.724854","192.168.15.171","192.168.31.255","NBNS","92","Name query NB G.CEIPMSN.COM<00>"
"31579","123.738265","192.168.9.73","192.168.31.255","NBNS","92","Name query NB WIN-JJVQTFUFFR8<00>"
"31580","123.738955","192.168.17.71","192.168.31.255","NBNS","92","Name query NB WIN-JJVQTFUFFR8<00>"
"31581","123.751360","10.10.13.46","239.255.255.250","SSDP","538","NOTIFY * HTTP/1.1 "
"31582","123.751390","fe80::c953:18c4:24b1:5aa","ff02::c","SSDP","567","NOTIFY * HTTP/1.1 "
"31584","123.769348","10.10.11.145","10.10.15.255","NBNS","92","Name query NB WORKGROUP<1c>"
"31586","123.803024","192.168.20.140","239.255.255.250","SSDP","178","M-SEARCH * HTTP/1.1 "
"31588","123.811863","192.168.20.5","239.255.255.250","SSDP","178","M-SEARCH * HTTP/1.1 "
"31589","123.814271","192.168.9.41","192.168.31.255","NBNS","92","Name query NB GOOGLE.COM<00>"
"31593","123.849713","192.168.7.28","192.168.31.255","NBNS","92","Name query NB COMP23-PC<20>"
"31596","123.864960","192.168.7.28","192.168.31.255","NBNS","92","Name query NB COMP23-PC<00>"
"31597","123.868283","192.168.7.28","192.168.31.255","BROWSER","216","Get Backup List Request"
"31598","123.868310","192.168.7.28","192.168.31.255","NBNS","92","Name query NB APPLIED SCIENCE<1b>"
"31599","123.868458","192.168.9.146","192.168.31.255","NBNS","92","Name query NB ACCOUNT1<00>"
"31609","124.050395","10.10.10.123","10.10.15.255","UDP","63","Source port: 57660  Destination port: 32412"
"31610","124.051073","192.168.7.28","192.168.31.255","NBNS","92","Name query NB WIN-JJVQTFUFFR8<00>"
"31611","124.054831","10.10.10.123","10.10.15.255","UDP","63","Source port: 57659  Destination port: 32414"
"31612","124.093993","192.168.3.109","192.168.31.255","NBNS","92","Name query NB WPAD<00>"
"31614","124.126581","fe80::e597:b860:3d2:73a7","ff02::1:3","LLMNR","95","Standard query 0x4859  A WIN-JJVQTFUFFR8"
"31615","124.126722","192.168.3.243","224.0.0.252","LLMNR","75","Standard query 0x4859  A WIN-JJVQTFUFFR8"
"31618","124.160228","192.168.9.73","192.168.31.255","NBNS","92","Name query NB WPAD<00>"
"31619","124.177364","10.10.14.190","10.10.15.255","BROWSER","217","Become Backup Browser"
"31620","124.194361","10.10.13.46","239.255.255.250","SSDP","472","NOTIFY * HTTP/1.1 "
"31621","124.194402","fe80::c953:18c4:24b1:5aa","ff02::c","SSDP","501","NOTIFY * HTTP/1.1 "
"31622","124.194427","10.10.13.46","239.255.255.250","SSDP","538","NOTIFY * HTTP/1.1 "
"31623","124.194433","fe80::c953:18c4:24b1:5aa","ff02::c","SSDP","567","NOTIFY * HTTP/1.1 "
"31625","124.226171","fe80::e597:b860:3d2:73a7","ff02::1:3","LLMNR","95","Standard query 0x4859  A WIN-JJVQTFUFFR8"
"31626","124.226212","192.168.3.243","224.0.0.252","LLMNR","75","Standard query 0x4859  A WIN-JJVQTFUFFR8"
"31629","124.235305","10.10.15.174","224.0.0.251","MDNS","243","Standard query response 0x0000  TXT, cache flush PTR linux-18 [78:45:c4:29:19:c8]._workstation._tcp.local SRV, cache flush 0 0 9 linux-18.local AAAA, cache flush fd05:cc42:1c2::888 A, cache flush 10.10.15.174 PTR _workstation._tcp.local"
"31630","124.249683","10.10.12.180","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"31631","124.249725","fe80::a4c8:1065:a975:7518","ff02::1:2","DHCPv6","152","Solicit XID: 0x744ce4 CID: 000100011feb12d6002197062196 "
"31633","124.287455","192.168.7.246","255.255.255.255","UDP","180","Source port: 55255  Destination port: 55255"
"31635","124.293741","fe80::60f7:3015:2c7c:f529","ff02::1:2","DHCPv6","144","Solicit XID: 0x73e751 CID: 000100011c1d7c96f04da2f37d49 "
"31637","124.321205","192.168.3.221","192.168.3.255","NBNS","92","Name query NB ISATAP<00>"
"31640","124.341472","192.168.6.231","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"31641","124.351867","192.168.9.87","192.168.31.255","NBNS","92","Name query NB WIN-JJVQTFUFFR8<00>"
"31644","124.374058","192.168.7.193","192.168.31.255","NBNS","92","Name query NB MICROSOFT.COM<00>"
"31648","124.429488","192.168.9.131","192.168.31.255","NBNS","92","Name query NB ISATAP<00>"
"31649","124.439236","192.168.9.60","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"31652","124.447143","192.168.3.190","192.168.31.255","NBNS","92","Name query NB GOOGLE.COM<00>"
"31653","124.472582","0.0.0.0","255.255.255.255","DHCP","346","DHCP Discover - Transaction ID 0xef1afb41"
"31657","124.487805","192.168.15.171","192.168.31.255","NBNS","92","Name query NB G.CEIPMSN.COM<00>"
"31658","124.488792","192.168.9.73","224.0.0.252","LLMNR","75","Standard query 0xdbb0  AAAA WIN-JJVQTFUFFR8"
"31659","124.491682","0.0.0.0","255.255.255.255","DHCP","358","DHCP Request  - Transaction ID 0xef1afb41"
"31660","124.491708","192.168.6.148","255.255.255.255","DHCP","342","DHCP NAK      - Transaction ID 0xef1afb41"
"31662","124.504143","192.168.17.71","224.0.0.252","LLMNR","75","Standard query 0x5cf9  AAAA WIN-JJVQTFUFFR8"
"31663","124.507634","192.168.3.243","192.168.31.255","NBNS","92","Name query NB WIN-JJVQTFUFFR8<00>"
"31664","124.526056","10.10.11.145","10.10.15.255","NBNS","92","Name query NB WORKGROUP<1c>"
"31665","124.527835","10.10.10.180","10.10.15.255","BROWSER","291","Host Announcement ADMINISTRATOR-O, Workstation, Server, Print Queue Server, Xenix Server, NT Workstation, NT Server, DFS server"
"31666","124.556986","169.254.194.224","169.254.255.255","UDP","60","Source port: micromuse-lm  Destination port: micromuse-lm"
"31667","124.560534","192.168.9.41","192.168.31.255","NBNS","92","Name query NB GOOGLE.COM<00>"
"31669","124.608919","fe80::7189:7de0:474f:9a5a","ff02::1:3","LLMNR","87","Standard query 0x9750  ANY VLSI-PC"
"31671","124.609196","10.10.11.127","224.0.0.252","LLMNR","67","Standard query 0x9750  ANY VLSI-PC"
"31674","124.612576","192.168.17.71","224.0.0.252","LLMNR","75","Standard query 0x5cf9  AAAA WIN-JJVQTFUFFR8"
"31675","124.618140","192.168.7.28","192.168.31.255","NBNS","92","Name query NB APPLIED SCIENCE<1b>"
"31677","124.650006","fe80::4182:c84e:bb0d:b7d7","ff02::1:2","DHCPv6","152","Solicit XID: 0x4f98ab CID: 000100011db936f4d43d7e1a6de1 "
